연도,시도,시군구,읍면동,일반수급자 가구수,일반수급자 수급권자수,조건부수급자 가구수,조건부수급자 수급권자수,특례수급자 가구수,특례수급자 수급권자수,기타 가구수,기타 수급권자수,시설수급자 가구수,시설수급자 수급권자수
2022,부산광역시,해운대구,반여2동,1232,1578,192,303,12,15,0,0,3,3
2022,부산광역시,해운대구,반여3동,932,1228,176,303,6,11,0,0,0,0
2022,부산광역시,해운대구,반여4동,197,303,36,71,4,5,0,0,3,3
2022,부산광역시,해운대구,반송1동,1531,1941,209,363,14,15,0,0,19,19
2022,부산광역시,해운대구,반송2동,3224,3875,303,525,40,53,0,0,27,27
2022,부산광역시,해운대구,재송1동,625,897,129,228,14,17,0,0,0,0
2022,부산광역시,해운대구,재송2동,1118,1592,270,487,14,20,0,0,13,13
2022,부산광역시,사하구,사하구,7,4,2,6,1,1,0,0,473,473
2022,부산광역시,사하구,괴정1동,625,848,164,321,17,27,0,0,30,30
2022,부산광역시,사하구,괴정2동,607,802,149,278,16,22,0,0,5,5
2022,부산광역시,사하구,괴정3동,636,770,167,280,9,13,0,0,13,13
2022,부산광역시,사하구,괴정4동,450,609,121,232,6,8,0,0,0,0
2022,부산광역시,사하구,당리동,774,1062,156,292,16,23,0,0,3,3
2022,부산광역시,사하구,하단1동,572,746,180,293,11,17,0,0,1,1
2022,부산광역시,사하구,하단2동,701,983,207,374,16,18,0,0,2,2
2022,부산광역시,사하구,신평1동,1043,1297,332,551,15,17,0,0,3,3
2022,부산광역시,사하구,신평2동,389,524,121,212,7,12,0,0,0,0
2022,부산광역시,사하구,장림1동,491,624,108,187,9,11,0,0,0,0
2022,부산광역시,사하구,장림2동,887,1264,194,392,10,16,0,0,22,22
2022,부산광역시,사하구,다대1동,2783,3424,557,996,57,83,0,0,5,5
2022,부산광역시,사하구,다대2동,2721,3268,341,609,74,87,0,0,2,2
2022,부산광역시,사하구,구평동,245,339,52,103,4,4,0,0,0,0
2022,부산광역시,사하구,감천1동,718,938,137,269,26,32,0,0,19,19
2022,부산광역시,사하구,감천2동,677,831,109,167,8,12,0,0,1,1
2022,부산광역시,금정구,금정구,4,5,0,0,0,0,0,0,266,266
2022,부산광역시,금정구,서1동,622,764,59,90,13,16,0,0,3,3
2022,부산광역시,금정구,서2동,748,967,116,158,17,24,0,0,0,0
2022,부산광역시,금정구,서3동,854,1086,109,149,13,16,0,0,0,0
2022,부산광역시,금정구,금사회동동,624,809,63,89,9,11,0,0,0,0
2022,부산광역시,금정구,부곡1동,975,1224,64,112,26,37,0,0,0,0
2022,부산광역시,금정구,부곡2동,500,677,50,84,16,22,0,0,0,0
2022,부산광역시,금정구,부곡3동,308,414,43,70,7,7,0,0,3,3
2022,부산광역시,금정구,부곡4동,557,725,56,84,9,10,0,0,0,0
2022,부산광역시,금정구,장전1동,429,557,35,58,8,9,0,0,0,0
2022,부산광역시,금정구,장전2동,612,761,42,68,12,15,0,0,121,121
2022,부산광역시,금정구,선두구동,141,156,15,25,2,2,0,0,0,0
2022,부산광역시,금정구,청룡노포동,373,491,24,47,10,13,0,0,24,24
2022,부산광역시,금정구,남산동,1622,2193,178,300,37,46,0,0,6,6
2022,부산광역시,금정구,구서1동,370,512,33,55,10,14,0,0,0,0
2022,부산광역시,금정구,구서2동,665,928,64,123,14,24,0,0,5,5
2022,부산광역시,금정구,금성동,26,32,3,4,0,0,0,0,0,0
2022,부산광역시,강서구,강서구,2,2,0,0,0,0,0,0,294,294
2022,부산광역시,강서구,대저1동,353,425,43,65,3,3,0,0,4,4
2022,부산광역시,강서구,대저2동,211,261,18,23,0,0,0,0,0,0
2022,부산광역시,강서구,강동동,267,324,21,32,5,5,0,0,16,16
2022,부산광역시,강서구,명지1동,416,676,63,152,7,8,0,0,10,10
2022,부산광역시,강서구,명지2동,151,251,12,23,2,2,0,0,1,1
2022,부산광역시,강서구,가락동,71,88,8,10,0,0,0,0,0,0
2022,부산광역시,강서구,녹산동,1068,1709,145,285,4,5,0,0,9,9
2022,부산광역시,강서구,가덕도동,170,199,14,17,1,1,0,0,6,6
2022,부산광역시,연제구,연제구,2,4,0,0,0,0,0,0,169,169
2022,부산광역시,연제구,거제1동,394,545,37,60,7,9,0,0,0,0
2022,부산광역시,연제구,거제2동,135,181,11,13,2,4,0,0,0,0
2022,부산광역시,연제구,거제3동,344,430,38,55,2,2,0,0,0,0
2022,부산광역시,연제구,거제4동,359,520,53,95,9,10,0,0,27,27
2022,부산광역시,연제구,연산1동,482,619,68,104,6,7,0,0,0,0
2022,부산광역시,연제구,연산2동,684,877,96,142,11,14,0,0,0,0
2022,부산광역시,연제구,연산3동,636,815,96,137,10,10,0,0,1,1
2022,부산광역시,연제구,연산4동,977,1234,186,257,7,8,1,1,3,3
2022,부산광역시,연제구,연산5동,725,869,143,236,7,7,0,0,11,11
2022,부산광역시,연제구,연산6동,1044,1380,158,262,20,25,0,0,1,1
2022,부산광역시,연제구,연산8동,626,779,108,172,7,9,0,0,0,0
2022,부산광역시,연제구,연산9동,1025,1571,164,295,25,35,0,0,7,7
2022,부산광역시,수영구,수영구,3,2,0,0,0,0,0,0,67,67
2022,부산광역시,수영구,남천1동,290,400,67,96,12,18,0,0,0,0
2022,부산광역시,수영구,남천2동,155,249,37,83,7,10,0,0,0,0
2022,부산광역시,수영구,수영동,770,975,111,168,26,33,0,0,1,1
2022,부산광역시,수영구,망미1동,1097,1425,117,215,55,70,0,0,17,17
2022,부산광역시,수영구,망미2동,420,552,50,91,28,40,0,0,0,0
2022,부산광역시,수영구,광안1동,931,1181,159,275,50,65,0,0,1,1
2022,부산광역시,수영구,광안2동,567,745,109,171,36,47,0,0,0,0
2022,부산광역시,수영구,광안3동,517,653,68,99,36,47,0,0,0,0
2022,부산광역시,수영구,광안4동,418,571,49,96,25,32,0,0,5,5
2022,부산광역시,수영구,민락동,804,1000,105,192,47,58,0,0,1,1
2022,부산광역시,사상구,사상구,0,0,0,0,0,0,0,0,72,72
2022,부산광역시,사상구,삼락동,445,549,70,111,5,7,0,0,1,1
2022,부산광역시,사상구,모라1동,988,1291,114,218,36,48,0,0,0,0
2022,부산광역시,사상구,모라3동,3307,3895,250,457,81,91,0,0,3,3
2022,부산광역시,사상구,덕포1동,403,513,81,139,12,23,0,0,4,4
2022,부산광역시,사상구,덕포2동,388,521,57,118,11,11,0,0,0,0
2022,부산광역시,사상구,괘법동,940,1136,162,249,34,49,0,0,6,6
2022,부산광역시,사상구,감전동,874,1167,96,179,17,24,0,0,6,6
2022,부산광역시,사상구,주례1동,397,560,60,93,18,23,0,0,12,12
2022,부산광역시,사상구,주례2동,608,779,91,159,11,11,0,0,1,1
2022,부산광역시,사상구,주례3동,306,413,41,81,14,23,0,0,3,3
2022,부산광역시,사상구,학장동,1199,1480,143,275,34,41,0,0,29,29
2022,부산광역시,사상구,엄궁동,416,573,55,124,22,31,0,0,14,14
2022,부산광역시,기장군,기장군,6,6,0,0,0,0,0,0,187,187
2022,부산광역시,기장군,기장읍,2641,3625,346,657,33,38,0,0,7,7
2022,부산광역시,기장군,장안읍,411,502,37,61,2,3,0,0,31,31
2022,부산광역시,기장군,정관읍,2685,4486,295,623,71,112,0,0,35,35
2022,부산광역시,기장군,일광읍,443,600,61,116,1,2,0,0,40,40
2022,부산광역시,기장군,일광면,2,2,0,0,0,0,0,0,0,0
2022,부산광역시,기장군,철마면,503,683,61,115,1,2,0,0,2,2
2023,부산광역시,중구,중구,0,0,0,0,0,0,0,0,7,7
2023,부산광역시,중구,중앙동,135,153,20,25,4,4,0,0,0,0
2023,부산광역시,중구,동광동,338,401,45,59,3,4,0,0,0,0
2023,부산광역시,중구,대청동,455,560,76,136,15,18,0,0,0,0
2023,부산광역시,중구,보수동,842,986,119,199,18,23,0,0,1,1
2023,부산광역시,중구,부평동,412,451,58,87,4,5,0,0,0,0
2023,부산광역시,중구,광복동,63,79,4,7,1,1,0,0,0,0
2023,부산광역시,중구,남포동,82,82,23,25,0,0,0,0,0,0
2023,부산광역시,중구,영주1동,389,445,63,91,2,2,0,0,3,3
2023,부산광역시,중구,영주2동,528,633,58,106,17,21,0,0,0,0
2023,부산광역시,서구,서구,17,17,0,0,0,0,0,0,355,355
2023,부산광역시,서구,동대신1동,353,470,17,40,9,16,0,0,0,0
2023,부산광역시,서구,동대신2동,521,686,59,115,13,15,0,0,2,2
2023,부산광역시,서구,동대신3동,392,521,29,62,8,12,0,0,0,0
2023,부산광역시,서구,서대신1동,511,660,46,79,14,18,0,0,0,0
2023,부산광역시,서구,서대신3동,255,345,23,42,8,10,0,0,8,8
2023,부산광역시,서구,서대신4동,203,269,18,34,10,13,0,0,33,33
2023,부산광역시,서구,부민동,366,492,38,68,11,12,0,0,0,0
2023,부산광역시,서구,아미동,998,1217,64,103,20,22,0,0,30,30
2023,부산광역시,서구,초장동,580,694,36,61,16,21,0,0,0,0
2023,부산광역시,서구,충무동,694,822,68,108,13,15,0,0,0,0
2023,부산광역시,서구,남부민1동,520,630,34,48,17,21,0,0,0,0
2023,부산광역시,서구,남부민2동,932,1208,70,124,37,50,0,0,5,5
2023,부산광역시,서구,암남동,635,787,57,110,19,23,0,0,153,153
2023,부산광역시,동구,동구,0,0,0,0,0,0,0,0,47,47
2023,부산광역시,동구,초량1동,413,494,95,160,6,6,0,0,0,0
2023,부산광역시,동구,초량2동,554,670,160,230,35,43,0,0,0,0
2023,부산광역시,동구,초량3동,326,401,103,156,13,18,0,0,12,12
2023,부산광역시,동구,초량6동,538,713,88,153,24,28,0,0,1,1
2023,부산광역시,동구,수정1동,277,377,62,105,8,12,0,0,0,0
2023,부산광역시,동구,수정2동,714,910,155,270,18,24,0,0,0,0
2023,부산광역시,동구,수정4동,480,572,73,127,9,11,0,0,0,0
2023,부산광역시,동구,수정5동,554,692,105,170,18,23,0,0,0,0
2023,부산광역시,동구,좌천동,785,1015,177,317,15,27,0,0,0,0
2023,부산광역시,동구,범일1동,1094,1359,211,338,26,30,0,0,17,17
2023,부산광역시,동구,범일2동,506,564,124,154,4,4,0,0,0,0
2023,부산광역시,동구,범일5동,307,345,29,47,4,4,0,0,0,0
2023,부산광역시,영도구,영도구,1,1,0,0,0,0,0,0,97,97
2023,부산광역시,영도구,남항동,607,719,110,149,5,6,0,0,1,1
2023,부산광역시,영도구,영선1동,194,231,43,70,2,2,0,0,0,0
2023,부산광역시,영도구,영선2동,363,484,49,94,4,4,0,0,0,0
2023,부산광역시,영도구,신선동,864,1063,147,237,6,7,0,0,1,1
2023,부산광역시,영도구,봉래1동,357,412,52,84,7,9,0,0,0,0
2023,부산광역시,영도구,봉래2동,408,522,77,126,4,4,0,0,1,1
2023,부산광역시,영도구,청학1동,430,555,61,97,4,4,0,0,0,0
2023,부산광역시,영도구,청학2동,856,1136,158,283,7,12,0,0,29,29
2023,부산광역시,영도구,동삼1동,2171,2753,395,713,17,22,0,0,54,54
2023,부산광역시,영도구,동삼2동,206,285,32,57,1,2,0,0,1,1
2023,부산광역시,영도구,동삼3동,2208,2627,227,385,18,20,0,0,3,3
2023,부산광역시,부산진구,부산진구,2,2,0,0,0,0,0,0,84,84
2023,부산광역시,부산진구,부전1동,1032,1174,230,308,11,12,0,0,2,2
2023,부산광역시,부산진구,부전2동,376,439,100,120,5,5,0,0,0,0
2023,부산광역시,부산진구,연지동,572,752,82,180,7,12,0,0,1,1
2023,부산광역시,부산진구,초읍동,1011,1309,126,235,15,16,0,0,9,9
2023,부산광역시,부산진구,양정1동,675,830,113,192,8,11,0,0,0,0
2023,부산광역시,부산진구,양정2동,489,599,102,148,6,6,0,0,0,0
2023,부산광역시,부산진구,전포1동,632,778,88,134,16,18,0,0,1,1
2023,부산광역시,부산진구,전포2동,1313,1745,185,333,19,23,0,0,1,1
2023,부산광역시,부산진구,부암1동,694,829,110,196,10,12,0,0,0,0
2023,부산광역시,부산진구,부암3동,526,692,44,68,7,10,0,0,0,0
2023,부산광역시,부산진구,당감1동,1213,1629,205,372,20,26,0,0,1,1
2023,부산광역시,부산진구,당감2동,320,412,47,89,0,0,0,0,0,0
2023,부산광역시,부산진구,당감4동,560,789,64,129,5,5,0,0,0,0
2023,부산광역시,부산진구,가야1동,995,1273,151,238,23,27,0,0,0,0
2023,부산광역시,부산진구,가야2동,503,650,82,137,7,11,0,0,0,0
2023,부산광역시,부산진구,개금1동,617,776,118,181,12,15,0,0,9,9
2023,부산광역시,부산진구,개금2동,521,662,77,133,2,2,0,0,0,0
2023,부산광역시,부산진구,개금3동,1531,1907,181,315,19,24,0,0,4,4
2023,부산광역시,부산진구,범천1동,509,615,83,114,4,4,0,0,0,0
2023,부산광역시,부산진구,범천2동,1211,1566,171,297,20,23,0,0,17,17
2023,부산광역시,동래구,동래구,5,4,2,1,0,0,0,0,446,446
2023,부산광역시,동래구,수민동,771,1031,53,87,17,21,0,0,3,3
2023,부산광역시,동래구,복산동,581,730,25,39,10,12,0,0,1,1
2023,부산광역시,동래구,명륜동,418,557,26,44,13,14,0,0,3,3
2023,부산광역시,동래구,온천1동,948,1134,60,77,14,18,0,0,6,6
2023,부산광역시,동래구,온천2동,392,497,43,74,8,10,0,0,39,39
2023,부산광역시,동래구,온천3동,1377,1905,103,173,17,23,0,0,1,1
2023,부산광역시,동래구,사직1동,440,567,23,39,9,14,0,0,1,1
2023,부산광역시,동래구,사직2동,280,407,18,45,1,2,0,0,0,0
2023,부산광역시,동래구,사직3동,882,1265,53,103,13,19,0,0,0,0
2023,부산광역시,동래구,안락1동,765,975,41,63,16,25,0,0,0,0
2023,부산광역시,동래구,안락2동,908,1209,42,86,13,17,0,0,1,1
2023,부산광역시,동래구,명장1동,634,836,63,102,23,35,0,0,0,0
2023,부산광역시,동래구,명장2동,672,935,48,89,11,14,0,0,3,3
2023,부산광역시,남구,남구,0,0,0,0,0,0,0,0,105,105
2023,부산광역시,남구,대연1동,563,707,116,173,24,35,0,0,4,4
2023,부산광역시,남구,대연3동,342,450,60,88,17,22,0,0,1,1
2023,부산광역시,남구,대연4동,603,762,83,147,19,23,0,0,1,1
2023,부산광역시,남구,대연5동,491,637,97,162,22,30,0,0,0,0
2023,부산광역시,남구,대연6동,263,336,25,50,13,17,0,0,0,0
2023,부산광역시,남구,용호1동,985,1267,169,283,45,64,0,0,6,6
2023,부산광역시,남구,용호2동,407,551,44,81,12,18,0,0,2,2
2023,부산광역시,남구,용호3동,709,920,79,141,34,38,0,0,1,1
2023,부산광역시,남구,용호4동,393,538,62,121,18,21,0,0,0,0
2023,부산광역시,남구,용당동,276,348,21,35,22,28,0,0,2,2
2023,부산광역시,남구,감만1동,330,430,43,85,19,24,0,0,1,1
2023,부산광역시,남구,감만2동,474,588,47,75,12,13,0,0,0,0
2023,부산광역시,남구,우암동,614,753,67,112,21,26,0,0,0,0
2023,부산광역시,남구,문현1동,445,605,45,95,20,30,0,0,1,1
2023,부산광역시,남구,문현2동,581,660,73,103,21,21,0,0,0,0
2023,부산광역시,남구,문현3동,414,544,49,79,25,31,0,0,2,2
2023,부산광역시,남구,문현4동,395,505,62,102,21,24,0,0,0,0
2023,부산광역시,북구,북구,3,3,0,0,0,0,0,0,172,172
2023,부산광역시,북구,구포1동,948,1178,264,445,60,72,0,0,7,7
2023,부산광역시,북구,구포2동,1063,1322,252,437,20,24,0,0,3,3
2023,부산광역시,북구,구포3동,1236,1733,341,620,17,24,0,0,12,12
2023,부산광역시,북구,금곡동,4680,5609,596,1071,125,157,0,0,6,6
2023,부산광역시,북구,화명1동,251,364,50,111,4,10,0,0,0,0
2023,부산광역시,북구,화명2동,429,590,92,215,1,1,0,0,29,29
2023,부산광역시,북구,화명3동,214,272,44,77,7,8,0,0,1,1
2023,부산광역시,북구,덕천1동,1264,1452,190,311,43,51,0,0,3,3
2023,부산광역시,북구,덕천2동,751,915,212,378,32,46,0,0,8,8
2023,부산광역시,북구,덕천3동,1483,1825,204,380,47,55,0,0,3,3
2023,부산광역시,북구,만덕1동,414,532,73,128,11,14,0,0,2,2
2023,부산광역시,북구,만덕2동,1094,1618,225,456,35,54,0,0,9,9
2023,부산광역시,북구,만덕3동,465,614,79,151,9,15,0,0,0,0
2023,부산광역시,해운대구,해운대구,0,0,0,0,1,1,0,0,487,487
2023,부산광역시,해운대구,우1동,782,1063,125,238,15,21,0,0,1,1
2023,부산광역시,해운대구,우2동,375,513,39,88,2,3,0,0,7,7
2023,부산광역시,해운대구,우3동,121,173,35,67,0,0,0,0,0,0
2023,부산광역시,해운대구,중1동,595,751,137,219,4,5,0,0,0,0
2023,부산광역시,해운대구,중2동,498,644,121,190,4,5,0,0,0,0
2023,부산광역시,해운대구,좌1동,284,433,61,103,2,2,0,0,4,4
2023,부산광역시,해운대구,좌2동,462,703,117,219,3,4,0,0,0,0
2023,부산광역시,해운대구,좌3동,299,414,57,117,5,6,0,0,0,0
2023,부산광역시,해운대구,좌4동,223,343,30,62,0,0,0,0,0,0
2023,부산광역시,해운대구,송정동,901,1269,146,268,4,5,0,0,19,19
2023,부산광역시,해운대구,반여1동,658,914,112,222,4,4,0,0,0,0
2023,부산광역시,해운대구,반여2동,1267,1552,192,304,12,15,0,0,1,1
2023,부산광역시,해운대구,반여3동,947,1203,201,344,8,13,0,0,0,0
2023,부산광역시,해운대구,반여4동,206,310,43,84,3,4,0,0,2,2
2023,부산광역시,해운대구,반송1동,1606,1981,219,368,10,11,0,0,18,18
2023,부산광역시,해운대구,반송2동,3249,3891,319,538,45,60,1,1,26,26
2023,부산광역시,해운대구,재송1동,626,886,134,253,20,27,0,0,0,0
2023,부산광역시,해운대구,재송2동,1189,1668,268,501,14,19,0,0,13,13
2023,부산광역시,사하구,사하구,4,5,2,6,0,0,0,0,431,431
2023,부산광역시,사하구,괴정1동,702,956,194,369,11,18,0,0,41,41
2023,부산광역시,사하구,괴정2동,633,826,160,281,18,21,0,0,6,6
2023,부산광역시,사하구,괴정3동,715,869,172,279,10,13,0,0,17,17
2023,부산광역시,사하구,괴정4동,483,654,134,257,6,8,0,0,0,0
2023,부산광역시,사하구,당리동,788,1101,168,314,25,36,0,0,7,7
2023,부산광역시,사하구,하단1동,604,770,230,376,10,15,0,0,1,1
2023,부산광역시,사하구,하단2동,776,1068,218,385,24,29,0,0,2,2
2023,부산광역시,사하구,신평1동,1090,1348,340,526,11,13,0,0,3,3
2023,부산광역시,사하구,신평2동,431,579,134,222,7,12,0,0,0,0
2023,부산광역시,사하구,장림1동,509,650,107,189,12,14,0,0,0,0
2023,부산광역시,사하구,장림2동,994,1461,229,428,10,16,0,0,25,25
2023,부산광역시,사하구,다대1동,2860,3498,571,994,57,75,0,0,9,9
2023,부산광역시,사하구,다대2동,2776,3320,370,657,77,92,0,0,7,7
2023,부산광역시,사하구,구평동,276,388,54,105,2,2,0,0,0,0
2023,부산광역시,사하구,감천1동,786,1018,159,305,26,32,0,0,19,19
2023,부산광역시,사하구,감천2동,692,843,123,186,7,10,0,0,1,1
2023,부산광역시,금정구,금정구,4,5,0,0,0,0,0,0,258,258
2023,부산광역시,금정구,서1동,598,716,72,106,14,17,0,0,1,1
2023,부산광역시,금정구,서2동,770,967,140,193,16,23,0,0,0,0
2023,부산광역시,금정구,서3동,891,1132,116,163,20,21,0,0,0,0
2023,부산광역시,금정구,금사회동동,647,799,52,79,8,9,0,0,0,0
2023,부산광역시,금정구,부곡1동,976,1196,84,143,29,46,0,0,0,0
2023,부산광역시,금정구,부곡2동,507,657,66,106,12,20,0,0,1,1
2023,부산광역시,금정구,부곡3동,345,461,47,68,6,6,0,0,2,2
2023,부산광역시,금정구,부곡4동,601,755,72,106,13,14,0,0,0,0
2023,부산광역시,금정구,장전1동,444,564,50,78,5,5,0,0,0,0
2023,부산광역시,금정구,장전2동,661,796,46,71,8,10,0,0,109,109
2023,부산광역시,금정구,선두구동,138,153,14,21,3,3,0,0,0,0
2023,부산광역시,금정구,청룡노포동,402,525,27,51,9,13,0,0,26,26
2023,부산광역시,금정구,남산동,1650,2234,199,328,36,43,0,0,9,9
2023,부산광역시,금정구,구서1동,375,514,41,72,10,14,0,0,0,0
2023,부산광역시,금정구,구서2동,698,943,92,188,12,17,0,0,4,4
2023,부산광역시,금정구,금성동,27,32,4,6,0,0,0,0,0,0
2023,부산광역시,강서구,강서구,3,3,0,0,0,0,0,0,289,289
2023,부산광역시,강서구,대저1동,348,413,50,68,2,2,0,0,6,6
2023,부산광역시,강서구,대저2동,194,236,24,38,0,0,0,0,0,0
2023,부산광역시,강서구,강동동,276,339,27,38,4,4,0,0,19,19
2023,부산광역시,강서구,명지1동,420,656,89,199,5,5,0,0,13,13
2023,부산광역시,강서구,명지2동,179,277,18,37,2,2,0,0,0,0
2023,부산광역시,강서구,가락동,71,84,7,8,0,0,0,0,0,0
2023,부산광역시,강서구,녹산동,1066,1658,189,380,6,7,0,0,9,9
2023,부산광역시,강서구,가덕도동,166,198,13,13,1,1,0,0,5,5
2023,부산광역시,연제구,연제구,1,1,0,0,0,0,0,0,171,171
2023,부산광역시,연제구,거제1동,391,518,58,107,9,11,0,0,0,0
2023,부산광역시,연제구,거제2동,140,187,16,28,2,4,0,0,0,0
2023,부산광역시,연제구,거제3동,337,395,47,77,1,1,0,0,2,2
2023,부산광역시,연제구,거제4동,360,501,74,136,7,8,0,0,27,27
2023,부산광역시,연제구,연산1동,475,570,96,157,5,7,0,0,1,1
2023,부산광역시,연제구,연산2동,795,981,129,177,12,15,0,0,4,4
2023,부산광역시,연제구,연산3동,608,756,122,191,11,11,0,0,1,1
2023,부산광역시,연제구,연산4동,959,1186,262,389,7,8,1,1,3,3
2023,부산광역시,연제구,연산5동,739,849,162,258,10,10,0,0,5,5
2023,부산광역시,연제구,연산6동,1094,1366,221,368,17,21,0,0,0,0
2023,부산광역시,연제구,연산8동,629,764,150,222,6,8,0,0,1,1
2023,부산광역시,연제구,연산9동,974,1388,228,431,19,26,0,0,13,13
2023,부산광역시,수영구,수영구,1,1,0,0,0,0,0,0,76,76
2023,부산광역시,수영구,남천1동,315,420,84,124,16,20,0,0,0,0
2023,부산광역시,수영구,남천2동,187,306,42,91,5,6,0,0,0,0
2023,부산광역시,수영구,수영동,809,984,108,186,25,32,0,0,1,1
2023,부산광역시,수영구,망미1동,1190,1541,130,241,58,74,0,0,20,20
2023,부산광역시,수영구,망미2동,431,571,60,106,27,36,0,0,0,0
2023,부산광역시,수영구,광안1동,967,1218,229,365,55,63,0,0,0,0
2023,부산광역시,수영구,광안2동,615,779,116,178,36,47,0,0,0,0
2023,부산광역시,수영구,광안3동,553,696,98,134,29,38,0,0,0,0
2023,부산광역시,수영구,광안4동,429,576,69,127,24,31,0,0,4,4
2023,부산광역시,수영구,민락동,810,982,133,237,50,61,0,0,1,1
2023,부산광역시,사상구,사상구,0,0,0,0,0,0,0,0,67,67
2023,부산광역시,사상구,삼락동,446,536,71,116,3,5,0,0,1,1
2023,부산광역시,사상구,모라1동,1016,1294,152,287,25,33,0,0,0,0
2023,부산광역시,사상구,모라3동,3290,3844,248,433,83,91,0,0,4,4
2023,부산광역시,사상구,덕포1동,415,515,87,147,12,24,0,0,6,6
2023,부산광역시,사상구,덕포2동,415,534,70,136,9,9,0,0,1,1
2023,부산광역시,사상구,괘법동,1001,1204,197,294,30,45,0,0,4,4
2023,부산광역시,사상구,감전동,885,1150,124,229,16,20,0,0,12,12
2023,부산광역시,사상구,주례1동,420,582,65,107,10,15,0,0,9,9
2023,부산광역시,사상구,주례2동,628,788,130,232,15,17,0,0,3,3
2023,부산광역시,사상구,주례3동,337,459,55,127,16,23,0,0,3,3
2023,부산광역시,사상구,학장동,1233,1509,145,272,30,37,0,0,30,30
2023,부산광역시,사상구,엄궁동,442,607,61,144,28,37,0,0,14,14
2023,부산광역시,기장군,기장군,6,6,0,0,0,0,0,0,169,169
2023,부산광역시,기장군,기장읍,2740,3677,428,766,29,34,0,0,11,11
2023,부산광역시,기장군,장안읍,456,552,46,79,2,2,0,0,36,36
2023,부산광역시,기장군,정관읍,2733,4454,377,807,66,103,0,0,43,43
2023,부산광역시,기장군,일광읍,540,728,85,151,2,2,0,0,38,38
2023,부산광역시,기장군,일광면,2,2,0,0,0,0,0,0,0,0
2023,부산광역시,기장군,철마면,548,745,74,137,1,2,0,0,3,3
